Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
2.2,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Crenolanib,670220-88-9,443.54,https://pubchem.ncbi.nlm.nih.gov/compound/10366136,2.5,Protein Tyrosine Kinase,PDGFR,"Crenolanib (CP-868596) is a potent and selective inhibitor of PDGFRα/β with Kd of 2.1 nM/3.2 nM in CHO cells, also potently inhibits FLT3, sensitive to D842V mutation not V561D mutation, >100-fold more selective for PDGFR than c-Kit, VEGFR-2, TIE-2, FGFR-2, EGFR, erbB2, and Src.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40524.nd2.tif_merged.tif
2.2,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Fedratinib,936091-26-8,524.68,https://pubchem.ncbi.nlm.nih.gov/compound/16722836,2.5,JAK/STAT,JAK,"Fedratinib (SAR302503, TG101348) is a selective inhibitor of JAK2 with IC50 of 3 nM in cell-free assays, 35- and 334-fold more selective for JAK2 versus JAK1 and JAK3. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40525.nd2.tif_merged.tif
2.2,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PHA-767491,942425-68-5,249.7,https://pubchem.ncbi.nlm.nih.gov/compound/11715766,2.5,Cell Cycle,CDK,"PHA-767491 is a potent ATP-competitive dual Cdc7/CDK9 inhibitor with IC50 of 10 nM and 34 nM in cell-free assays, respectively.It displays ~20-fold selectivity against CDK1/2 and GSK3-β, 50-fold selectivity against MK2 and CDK5, 100-fold selectivity against PLK1 and CHK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40526.nd2.tif_merged.tif
2.2,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-04691502,1013101-36-4,425.48,https://pubchem.ncbi.nlm.nih.gov/compound/25033539,2.5,PI3K/Akt/mTOR,"Akt,mTOR,PI3K","PF-04691502 is an ATP-competitive PI3K(α/β/δ/γ)/mTOR dual inhibitor with Ki of 1.8 nM/2.1 nM/1.6 nM/1.9 nM and 16 nM in cell-free assays, little activity against either Vps34, AKT, PDK1, p70S6K, MEK, ERK, p38, or JNK. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40527.nd2.tif_merged.tif
2.2,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CHIR-98014,252935-94-7,486.31,https://pubchem.ncbi.nlm.nih.gov/compound/53396311,2.5,PI3K/Akt/mTOR,GSK-3,"CHIR-98014 is a potent GSK-3α/β inhibitor with IC50 of 0.65 nM/0.58 nM in cell-free assays, with the ability to distinguish GSK-3 from its closest homologs Cdc2 and ERK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40528.nd2.tif_merged.tif
2.2,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZ 628,878739-06-1,451.52,https://pubchem.ncbi.nlm.nih.gov/compound/11676786,2.5,MAPK,Raf,"AZ628 is a new pan-Raf inhibitor for BRAF, BRAFV600E, and c-Raf-1 with IC50 of 105 nM, 34 nM and 29 nM in cell-free assays, also inhibits VEGFR2, DDR2, Lyn, Flt1, FMS, etc.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40529.nd2.tif_merged.tif
2.2,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AMG-458,913376-83-7,539.58,https://pubchem.ncbi.nlm.nih.gov/compound/24764449,2.5,Protein Tyrosine Kinase,c-Met,"AMG 458 is a potent c-Met inhibitor with Ki of 1.2 nM, ~350-fold selectivity for c-Met than VEGFR2 in cells.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40530.nd2.tif_merged.tif
2.2,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BGT226,1245537-68-1,650.6,https://pubchem.ncbi.nlm.nih.gov/compound/57336745,2.5,PI3K/Akt/mTOR,"mTOR,PI3K",BGT226 (NVP-BGT226) is a novel class I PI3K/mTOR inhibitor for PI3Kα/β/γ with IC50 of 4 nM/63 nM/38 nM. Phase 1/2.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40531.nd2.tif_merged.tif
2.2,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Milciclib,802539-81-7,460.57,https://pubchem.ncbi.nlm.nih.gov/compound/16718576,2.5,Cell Cycle,CDK,"Milciclib (PHA-848125) is a potent, ATP-competitive CDK inhibitor for CDK2 with IC50 of 45 nM. It is >3-fold more selective for CDK2 than CDK1, 2, 4, 5, and 7. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40532.nd2.tif_merged.tif
2.2,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tivantinib,905854-02-6,369.42,https://pubchem.ncbi.nlm.nih.gov/compound/11494412,2.5,Protein Tyrosine Kinase,c-Met,"Tivantinib (ARQ 197) is the first non-ATP-competitive c-Met inhibitor with Ki of 0.355 μM in a cell-free assay, little activity to Ron, and no inhibition to EGFR, InsR, PDGFRα or FGFR1/4. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40533.nd2.tif_merged.tif
2.2,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Varlitinib,845272-21-1,466.94,https://pubchem.ncbi.nlm.nih.gov/compound/42642648,2.5,Protein Tyrosine Kinase,EGFR,"Varlitinib is a selective and potent ErbB1(EGFR) and ErbB2(HER2) inhibitor with IC50 of 7 nM and 2 nM, respectively. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40534.nd2.tif_merged.tif
2.2,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CUDC-907,1339928-25-4,508.55,https://pubchem.ncbi.nlm.nih.gov/compound/54575456,2.5,Cytoskeletal Signaling,"HDAC,PI3K","CUDC-907 is a dual PI3K and HDAC inhibitor for PI3Kα and HDAC1/2/3/10 with IC50 of 19 nM and 1.7 nM/5 nM/1.8 nM/2.8 nM, respectively. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40535.nd2.tif_merged.tif
2.2,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,NVP-BVU972,1185763-69-2,340.38,https://pubchem.ncbi.nlm.nih.gov/compound/44206063,2.5,Protein Tyrosine Kinase,c-Met,NVP-BVU972 is a selective and potent Met inhibitor with IC50 of 14 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40536.nd2.tif_merged.tif
2.2,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,3-Methyladenine,5142-23-4,149.15,https://pubchem.ncbi.nlm.nih.gov/compound/135398661,2.5,PI3K/Akt/mTOR,"Autophagy,PI3K","3-Methyladenine (3-MA) is a selective PI3K inhibitor for Vps34 and PI3Kγ with IC50 of 25 μM and 60 μM in HeLa cells;  blocks class I PI3K consistently, whereas suppression of class III PI3K is transient, and also blocks autophagosome formation.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40537.nd2.tif_merged.tif
2.2,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Dinaciclib,779353-01-4,396.49,https://pubchem.ncbi.nlm.nih.gov/compound/46926350,2.5,Cell Cycle,CDK,"Dinaciclib (SCH727965) is a novel and potent CDK inhibitor for CDK2, CDK5, CDK1 and CDK9 with IC50 of 1 nM, 1 nM, 3 nM and 4 nM in cell-free assays, respectively. It also blocks thymidine (dThd) DNA incorporation. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40538.nd2.tif_merged.tif
2.2,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Dovitinib Dilactic Acid,852433-84-2,572.59,https://pubchem.ncbi.nlm.nih.gov/compound/135985126,2.5,Angiogenesis,"c-Kit,FGFR,FLT3,PDGFR,VEGFR","Dovitinib Dilactic acid (TKI258 Dilactic acid) is the Dilactic acid of Dovitinib, which is a multitargeted RTK inhibitor, mostly for class III (FLT3/c-Kit) with IC50 of 1 nM/2 nM, also potent to class IV (FGFR1/3) and class V (VEGFR1-4) RTKs with IC50 of 8-13 nM, less potent to InsR, EGFR, c-Met, EphA2, Tie2, IGFR1 and HER2. Phase 4.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40539.nd2.tif_merged.tif
2.2,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,MK-5108,1010085-13-8,461.94,https://pubchem.ncbi.nlm.nih.gov/compound/24748204,2.5,Cell Cycle,Aurora Kinase,"MK-5108 (VX-689) is a highly selective Aurora A inhibitor with IC50 of 0.064 nM in a cell-free assay and is 220- and 190-fold more selective for Aurora A than Aurora B/C, while it inhibits TrkA with less than 100-fold selectivity. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40540.nd2.tif_merged.tif
2.2,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,MK-2461,917879-39-1,495.55,https://pubchem.ncbi.nlm.nih.gov/compound/44137946,2.5,Protein Tyrosine Kinase,"c-Met,FGFR,PDGFR","MK-2461 is a potent, multi-targeted inhibitor for c-Met(WT/mutants) with IC50 of 0.4-2.5 nM, less potent to Ron, Flt1; 8- to 30-fold greater selectivity of c-Met targets versus FGFR1, FGFR2, FGFR3, PDGFRβ, KDR, Flt3, Flt4, TrkA, and TrkB. Phase 1/2. .",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40541.nd2.tif_merged.tif
2.2,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Vistusertib,1009298-59-2,462.54,https://pubchem.ncbi.nlm.nih.gov/compound/25262792,2.5,PI3K/Akt/mTOR,mTOR,Vistusertib (AZD2014) is a novel mTOR inhibitor with IC50 of 2.8 nM in a cell-free assay; highly selective against multiple PI3K isoforms (α/β/γ/δ). Phase 2.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40542.nd2.tif_merged.tif
2.2,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAK-285,871026-44-7,547.96,https://pubchem.ncbi.nlm.nih.gov/compound/11620908,2.5,Protein Tyrosine Kinase,"EGFR,HER2","TAK-285 is a novel dual HER2 and EGFR(HER1) inhibitor with IC50 of 17 nM and 23 nM, >10-fold selectivity for HER1/2 than HER4, less potent to MEK1/5, c-Met, Aurora B, Lck, CSK etc. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40543.nd2.tif_merged.tif
2.2,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tofacitinib,477600-75-2,312.37,https://pubchem.ncbi.nlm.nih.gov/compound/9926791,2.5,JAK/STAT,JAK,"Tofacitinib (CP-690550,Tasocitinib) is a novel inhibitor of JAK3 with IC50 of 1 nM in cell-free assays, 20- to 100-fold less potent against JAK2 and JAK1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40544.nd2.tif_merged.tif
2.2,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Sotrastaurin,425637-18-9,438.48,https://pubchem.ncbi.nlm.nih.gov/compound/10296883,2.5,TGF-beta/Smad,PKC,"Sotrastaurin is a potent and selective pan-PKC inhibitor, mostly for PKCθ with Ki of 0.22 nM in a cell-free assay; inactive to PKCζ. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40545.nd2.tif_merged.tif
2.2,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WP1066,857064-38-1,356.22,https://pubchem.ncbi.nlm.nih.gov/compound/11210478,2.5,JAK/STAT,JAK,"WP1066 is a novel inhibitor of JAK2 and STAT3 with IC50 of 2.30 μM and 2.43 μM in HEL cells; shows activity to JAK2, STAT3, STAT5, and ERK1/2 not JAK1 and JAK3. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40546.nd2.tif_merged.tif
2.2,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD4547,1035270-39-3,463.57,https://pubchem.ncbi.nlm.nih.gov/compound/51039095,2.5,Angiogenesis,FGFR,"AZD4547 is a novel selective FGFR inhibitor targeting FGFR1/2/3 with IC50 of 0.2 nM/2.5 nM/1.8 nM in cell-free assays, weaker activity against FGFR4, VEGFR2(KDR), and little activity observed against IGFR, CDK2, and p38. Phase 2/3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40547.nd2.tif_merged.tif
2.2,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CEP-33779,1257704-57-6,462.57,https://pubchem.ncbi.nlm.nih.gov/compound/57336812,2.5,JAK/STAT,JAK,"CEP-33779 is a selective JAK2 inhibitor with IC50 of 1.8 nM, >40- and >800-fold versus JAK1 and TYK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40548.nd2.tif_merged.tif
2.2,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40549.nd2.tif_merged.tif
2.2,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-2_40550.nd2.tif_merged.tif
2.3,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Dabrafenib,1195765-45-7,519.56,https://pubchem.ncbi.nlm.nih.gov/compound/44462760,2.5,MAPK,Raf,"Dabrafenib (GSK2118436) is a mutant BRAFV600 specific inhibitor with IC50 of 0.8 nM in cell-free assays, with 4- and 6-fold less potency against B-Raf(wt) and c-Raf, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40501.nd2.tif_merged.tif
2.3,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ipatasertib,1001264-89-6,458,https://pubchem.ncbi.nlm.nih.gov/compound/24788740,2.5,PI3K/Akt/mTOR,Akt,"Ipatasertib (GDC-0068) is a highly selective pan-Akt inhibitor targeting Akt1/2/3 with IC50 of 5 nM/18 nM/8 nM in cell-free assays, 620-fold selectivity over PKA. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40502.nd2.tif_merged.tif
2.3,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,INK 128,1224844-38-5,309.33,https://pubchem.ncbi.nlm.nih.gov/compound/45375953,2.5,PI3K/Akt/mTOR,mTOR,"INK 128 (MLN0128) is a potent and selective mTOR inhibitor with IC50 of 1 nM in cell-free assays; >200-fold less potent to class I PI3K isoforms, superior in blocking mTORC1/2 and sensitive to pro-invasion genes (vs Rapamycin). Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40503.nd2.tif_merged.tif
2.3,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Alpelisib,1217486-61-7,441.47,https://pubchem.ncbi.nlm.nih.gov/compound/56649450,2.5,PI3K/Akt/mTOR,PI3K,"Alpelisib (BYL719) is a potent and selective PI3Kα inhibitor with IC50 of 5 nM in a cell-free assay, and minimal effect on PI3Kβ/γ/δ. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40504.nd2.tif_merged.tif
2.3,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tyrphostin AG 879,148741-30-4,316.46,https://pubchem.ncbi.nlm.nih.gov/compound/135419190,2.5,Protein Tyrosine Kinase,HER2,"Tyrphostin AG 879 potently inhibits HER2/ErbB2 with IC50 of 1 μM, 100- and 500-fold higher selective to ErbB2 than PDGFR and EGFR.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40505.nd2.tif_merged.tif
2.3,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Torin 2,1223001-51-1,432.4,https://pubchem.ncbi.nlm.nih.gov/compound/51358113,2.5,PI3K/Akt/mTOR,"ATM/ATR,mTOR","Torin 2 is a potent and selective mTOR inhibitor with IC50 of 0.25 nM in p53−/− MEFs cell line; 800-fold greater selectivity for mTOR than PI3K and improved pharmacokinetic properties. Inhibition of ATM/ATR/DNA-PK with EC50 of 28 nM/35 nM/118 nM,in PC3 cell lines respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40506.nd2.tif_merged.tif
2.3,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAE226,761437-28-9,468.94,https://pubchem.ncbi.nlm.nih.gov/compound/9934347,2.5,Angiogenesis,FAK,"TAE226 (NVP-TAE226) is a potent FAK inhibitor with IC50 of 5.5 nM and modestly potent to Pyk2, ~10- to 100-fold less potent against InsR, IGF-1R, ALK, and c-Met.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40507.nd2.tif_merged.tif
2.3,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tideglusib,865854-05-3 ,334.39,https://pubchem.ncbi.nlm.nih.gov/compound/11313622,2.5,PI3K/Akt/mTOR,GSK-3,"Tideglusib is an irreversible, non ATP-competitive GSK-3β inhibitor with IC50 of 60 nM in a cell-free assay; fails to inhibit kinases with a Cys homologous to Cys-199 located in the active site. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40508.nd2.tif_merged.tif
2.3,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TPCA-1,507475-17-4,279.29,https://pubchem.ncbi.nlm.nih.gov/compound/9903786,2.5,NF-κB,IκB/IKK,"TPCA-1 is an inhibitor of IKK-2 with IC50 of 17.9 nM in a cell-free assay, inhibits NF-κB pathway, exhibits 22-fold selectivity over IKK-1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40509.nd2.tif_merged.tif
2.3,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SAR131675,1433953-83-3,358.39,https://pubchem.ncbi.nlm.nih.gov/compound/71295845,2.5,Protein Tyrosine Kinase,VEGFR,"SAR131675 is a VEGFR3 inhibitor with IC50/Ki of 23 nM/12 nM in cell-free assays, about 50- and 10-fold more selective for VEGFR3 than VEGFR1/2, little activity against Akt1, CDKs, PLK1, EGFR, IGF-1R, c-Met, Flt2 etc.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40510.nd2.tif_merged.tif
2.3,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BI-D1870,501437-28-1,391.42,https://pubchem.ncbi.nlm.nih.gov/compound/25023738,2.5,PI3K/Akt/mTOR,S6 Kinase,"BI-D1870 is an ATP-competitive inhibitor of S6 ribosome for RSK1/2/3/4 with IC50 of 31 nM/24 nM/18 nM/15 nM in cell-free assays, respectively; 10- to 100-fold selectivity for RSK than MST2, GSK-3β, MARK3, CK1 and Aurora B.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40511.nd2.tif_merged.tif
2.3,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Semaxanib,194413-58-6,238.28,https://pubchem.ncbi.nlm.nih.gov/compound/5329098,2.5,Protein Tyrosine Kinase,VEGFR,"Semaxanib (SU5416) is a potent and selective VEGFR(Flk-1/KDR) inhibitor with IC50 of 1.23 μM, 20-fold more selective for VEGFR than PDGFRβ, lack of activity against EGFR, InsR and FGFR. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40512.nd2.tif_merged.tif
2.3,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Golvatinib,928037-13-2,633.69,https://pubchem.ncbi.nlm.nih.gov/compound/16118392,2.5,Protein Tyrosine Kinase,"c-Met,VEGFR","Golvatinib (E7050) is a dual c-Met and VEGFR-2 inhibitor with IC50 of 14 nM and 16 nM, does not inhibit bFGF-stimulated HUVEC growth (up to 1000 nM). Phase 1/2. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40513.nd2.tif_merged.tif
2.3,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,IMD 0354,978-62-1,383.67,https://pubchem.ncbi.nlm.nih.gov/compound/5081913,2.5,NF-κB,IκB/IKK,IMD-0354 is an IKKβ inhibitor and blocks IκBα phosphorylation in NF-κB pathway.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40514.nd2.tif_merged.tif
2.3,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WHI-P154,211555-04-3,376.2,https://pubchem.ncbi.nlm.nih.gov/compound/3795,2.5,JAK/STAT,"EGFR,JAK","WHI-P154 is a potent JAK3 inhibitor with IC50 of 1.8 μM, no activity against JAK1 or JAK2, also inhibits EGFR, Src, Abl, VEGFR and MAPK, prevents Stat3, but not Stat5 phosphorylation.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40515.nd2.tif_merged.tif
2.3,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GW5074,220904-83-6,520.94,https://pubchem.ncbi.nlm.nih.gov/compound/5924208,2.5,MAPK,Raf,"GW5074 is a potent and selective c-Raf inhibitor with IC50 of 9 nM, no effect on the activities of JNK1/2/3, MEK1, MKK6/7, CDK1/2, c-Src, p38 MAP, VEGFR2 or c-Fms is noted.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40516.nd2.tif_merged.tif
2.3,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,IKK Inhibitor VII,873225-46-8,483.63,https://pubchem.ncbi.nlm.nih.gov/compound/9549298,2.5,NF-κB,IκB/IKK,"IKK Inhibitor VII (IKK-16) is a selective IκB kinase (IKK) inhibitor for IKK-2, IKK complex and IKK-1 with IC50 of 40 nM, 70 nM and 200 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40517.nd2.tif_merged.tif
2.3,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-562271,717907-75-0,507.49,https://pubchem.ncbi.nlm.nih.gov/compound/11713159,2.5,Angiogenesis,FAK,"PF-562271 is a potent, ATP-competitive, reversible inhibitor of FAK with IC50 of 1.5 nM in cell-free assays, ~10-fold less potent for Pyk2 than FAK and >100-fold selectivity against other protein kinases, except for some CDKs.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40518.nd2.tif_merged.tif
2.3,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GW441756,504433-23-2,275.3,https://pubchem.ncbi.nlm.nih.gov/compound/9943465,2.5,Protein Tyrosine Kinase,Trk receptor,"GW441756 is a potent, selective inhibitor of TrkA with IC50 of 2 nM, with very little activity to c-Raf1 and CDK2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40519.nd2.tif_merged.tif
2.3,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Tyrphostin 9,10537-47-0,282.38,https://pubchem.ncbi.nlm.nih.gov/compound/5614,2.5,Protein Tyrosine Kinase,EGFR,"Tyrphostin 9 is firstly designed as an EGFR inhibitor with IC50 of 460 μM, but is also found to be more potent to PDGFR with IC50 of 0.5 μM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40520.nd2.tif_merged.tif
2.3,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ZM 323881 HCl,193000-39-4,411.86,https://pubchem.ncbi.nlm.nih.gov/compound/22624897,2.5,Protein Tyrosine Kinase,VEGFR,"ZM 323881 is a potent and selective VEGFR2 inhibitor with IC50 of <2 nM, almost no activity on VEGFR1, PDGFRβ, FGFR1, EGFR and ErbB2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40521.nd2.tif_merged.tif
2.3,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ZM 306416,690206-97-4,333.74,https://pubchem.ncbi.nlm.nih.gov/compound/5329006,2.5,Protein Tyrosine Kinase,VEGFR,"ZM 306416 is a VEGFR (Flt and KDR) inhibitor for VEGFR1 with IC50 of 0.33 μM, but also found to inhibit EGFR with IC50 of <10 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40522.nd2.tif_merged.tif
2.3,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GNF-2,778270-11-4,374.32,https://pubchem.ncbi.nlm.nih.gov/compound/5311510,2.5,Angiogenesis,Bcr-Abl,"GNF-2 is a highly selective non-ATP competitive inhibitor of Bcr-Abl, shows no activity to Flt3-ITD, Tel-PDGFR, TPR-MET and Tel-JAK1 transformed tumor cells.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40523.nd2.tif_merged.tif
2.3,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,S-Ruxolitinib,941685-37-6,306.37,https://pubchem.ncbi.nlm.nih.gov/compound/50878566,2.5,JAK/STAT,JAK,"S-Ruxolitinib is the chirality of INCB018424, which is the first potent, selective, JAK1/2 inhibitor to enter the clinic with IC50 of 3.3 nM/2.8 nM, >130-fold selectivity for JAK1/2 versus JAK3. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40524.nd2.tif_merged.tif
2.3,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-477736,952021-60-2,419.48,https://pubchem.ncbi.nlm.nih.gov/compound/135565545,2.5,Cell Cycle,Chk,"PF-477736 is a selective, potent and ATP-competitive Chk1 inhibitor with Ki of 0.49 nM in a cell-free assay and also inhibits VEGFR2, Aurora-A, FGFR3, Flt3, Fms (CSF1R), Ret and Yes. It shows ~100-fold selectivity for Chk1 than Chk2. Phase 1. ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40525.nd2.tif_merged.tif
2.3,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Go 6983,133053-19-7,442.51,https://pubchem.ncbi.nlm.nih.gov/compound/3499,2.5,TGF-beta/Smad,PKC,"Go 6983 is a pan-PKC inhibitor against for PKCα, PKCβ, PKCγ and PKCδ with IC50 of 7 nM, 7 nM, 6 nM and 10 nM, respectively; less potent to PKCζ and inactive to PKCμ.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40526.nd2.tif_merged.tif
2.3,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BAY 11-7082,19542-67-7,207.25,https://pubchem.ncbi.nlm.nih.gov/compound/5353431,2.5,NF-κB,"E2 conjugating,IκB/IKK","BAY 11-7082 is a NF-κB inhibitor, inhibits TNFα-induced IκBα phosphorylation with IC50 of 10 μM in tumor cells. Also inhibiting components of the ubiquitin system.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40527.nd2.tif_merged.tif
2.3,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Icotinib,610798-31-7,391.42,https://pubchem.ncbi.nlm.nih.gov/compound/22024915,2.5,Protein Tyrosine Kinase,EGFR,"Icotinib is a potent and specific EGFR inhibitor with IC50 of 5 nM, including the EGFR, EGFR(L858R), EGFR(L861Q), EGFR(T790M) and EGFR(T790M, L858R).",,405:ErkKTR-BFP; 561:H2B-RFP,plate_2-3_40528.nd2.tif_merged.tif
